game_id,screen_title_en,screen_title_native,cover_title_en,cover_title_native,release_date
crosstanteimonogatarimotsuretananatsunolabyrinth,Cross Tantei Monogatari,X クロス探偵物語,Cross Tantei Monogatari: Motsureta Nanatsu no Labyrinth,X クロス探偵物語 もつれた７つのラビリンス,1998-06-25
crosstanteimonogatarimotsuretananatsunolabyrinth,Cross Tantei Monogatari,X クロス探偵物語,Cross Tantei Monogatari: Motsureta Nanatsu no Labyrinth,X クロス探偵物語 もつれた７つのラビリンス,1998-06-25
crowsthebattleactionforsegasaturn,Crows: The Battle Action for SegaSaturn,クローズ Crows: The Battle Action for SegaSaturn,Crows: The Battle Action for SegaSaturn,クローズ Crows: The Battle Action for SegaSaturn,1997-12-18
cubebattlerstoryofanna,Cube Battler: Story of Anna,,Cube Battler: Story of Anna,Cube Battler: Story of Anna キューブバトラー アンナ未来編,1997-05-23
cubebattlerstoryofshou,Cube Battler: Story of Shou,,Cube Battler: Story of Shou,Cube Battler: Story of Shou キューブバトラー デバッガー翔編,1997-02-28
cubicgalleryedyanddisy,Cubic Gallery: Edy & Disy,Cubic Gallery キュービックギャラリー Edy & Disy,Cubic Gallery: Edy & Disy,Cubic Gallery キュービックギャラリー Edy & Disy,1996-05-17
culdcept,Culdcept,,Culdcept,Culdcept カルドセプト,1997-10-30
culdcept,Culdcept,,Culdcept,Culdcept カルドセプト,1998-10-22
cyberdoll,Cyber Doll,Cyber Doll サイバードール,Cyber Doll,Cyber Doll サイバードール,1996-08-09
cyberdoll,Cyber Doll,Cyber Doll サイバードール,Cyber Doll (Fukkokuban),Cyber Doll サイバードール (復刻版),1997-06-06
cyberbots,Cyberbots: FullMetal Madness,,Cyberbots: FullMetal Madness,Cyberbots サイバーボッツ FullMetal Madness,1997-03-28
cyberbots,Cyberbots: FullMetal Madness,,Cyberbots: FullMetal Madness (Chō Genteiban: The Limited Edition),Cyberbots サイバーボッツ FullMetal Madness (超 限定版 The Limited Edition),1997-03-28
cyberia,Cyberia,サイベリア Cyberia,Cyberia,サイベリア Cyberia,1996-02-16
dnoshokutaku,D no Shokutaku,Dの食卓,D no Shokutaku,Dの食卓,1995-07-28
dnoshokutaku,D no Shokutaku,Dの食卓,D no Shokutaku,Dの食卓,1995-07-28
dnoshokutaku,D no Shokutaku,Dの食卓,D no Shokutaku,Dの食卓,1997-06-20
dnoshokutaku,D no Shokutaku,Dの食卓,D no Shokutaku,Dの食卓,1997-06-20
dxhird,D-Xhird,D-Xhird ディ・サード,D-Xhird,D-Xhird ディ・サード,1997-05-30
dxhird,D-Xhird,D-Xhird ディ・サード,D-Xhird,D-Xhird ディ・サード,1997-05-30
daiboukensaintelmosnokiseki,Daibōken: Great Adventure: Saint Elmos no Kiseki,大冒険 Great Adventure セントエルモスの奇跡,Daibōken: Great Adventure: Saint Elmos no Kiseki,大冒険 Great Adventure セントエルモスの奇跡,1996-04-19
daikoukaijidai,Daikōkai Jidai Gaiden,大航海時代外伝,Daikōkai Jidai Gaiden,大航海時代外伝,1998-01-29
daikoukaijidai2,Daikōkai Jidai II,大航海時代II,Daikōkai Jidai II,大航海時代II,1997-03-28
daikoukaijidai2,Daikōkai Jidai II,大航海時代II,Daikōkai Jidai II (Premium Pack) (Campaign Genteiban),大航海時代II (プレミアムパック) (キャンペーン 限定版),1997-03-28
daisenryakustrongstyle,Daisenryaku: Strong Style,大戦略 Strong Style,Daisenryaku: Strong Style,大戦略 Strong Style,1997-06-27
daisukeasakuramediaromancer,Daisuke Asakura: MediaROMancer,,MediaROMancer: DA: Daisuke Asakura,,1996-03-01
daisuki,Daisuki,だいすき♥ Daisuki,Daisuki,だいすき♥ Daisuki,1997-07-04
daisuki,Daisuki,だいすき♥ Daisuki,Daisuki Special,だいすき♥ Special,1997-07-04
daitoride,Daitoride,大牌砦 Daitoride,Daitoride,大牌砦 Daitoride,1996-06-28
dariusgaiden,Darius Gaiden,Darius 外伝 Gaiden,Darius Gaiden,Darius 外伝 Gaiden,1995-12-15
dariusgaiden,Darius Gaiden,Darius 外伝 Gaiden,Darius Gaiden,Darius 外伝 Gaiden,1995-12-15
darius2,Darius II,,Darius II,,1996-06-07
darkhuntergeyoumanomori,Dark Hunter: (Ge) Yōma no Mori,Dark Hunter ダークハンター ㊦妖魔の森,Dark Hunter: (Ge) Yōma no Mori,Dark Hunter ダークハンター ㊦妖魔の森,1997-05-30
darkhunterjouijigengakuen,Dark Hunter: (Jō) Ijigen Gakuen,Dark Hunter ダークハンター ㊤異次元学園,Dark Hunter: (Jō) Ijigen Gakuen,Dark Hunter ダークハンター ㊤異次元学園,1997-04-04
darksavior,Dark Savior,Dark Savior ダークセイバー,Dark Savior,Dark Savior ダークセイバー,1996-08-30
darkseed2,Dark Seed II,,Dark Seed II,Dark Seed II ダークシード II,1997-08-29
darkseed,Darkseed,,Darkseed,Darkseed ダークシード,1995-07-07
daytonausa,Daytona USA,,Daytona USA,Daytona USA デイトナUSA,1995-04-01
daytonausa,Daytona USA: Circuit Edition,,Daytona USA: Circuit Edition,Daytona USA: Circuit Edition デイトナUSA サーキット エディション,1997-01-24
deadoralive,Dead or Alive,,Dead or Alive,Dead or Alive デッド オア アライブ,1997-10-09
deadoralive,Dead or Alive,,Dead or Alive (Gentei Seisanban),Dead or Alive デッド オア アライブ (限定生産版),1997-10-09
deadoralive,Dead or Alive,,Dead or Alive,Dead or Alive デッド オア アライブ,
deadalus,Deadalus,,Deadalus,Deadalus ダイダロス,1995-03-24
deadalus,Deadalus,,Deadalus,Deadalus ダイダロス,1995-03-24
deadalus,Deadalus,,Deadalus,Deadalus ダイダロス,1995-03-24
deathcrimson,Death Crimson,,Death Crimson,Death Crimson デスクリムゾン,1996-08-09
deaththrottlekakuzetsutoshikaranodasshutsu,Death Throttle,,Death Throttle: Kakuzetsu Toshi kara no Dasshutsu,Death Throttle デススロットル 隔絶都市からの脱出,1996-07-12
angeldevoidfaceoftheenemy,DeathMask,,DeathMask,DeathMask デスマスク,1996-02-16
angeldevoidfaceoftheenemy,DeathMask,,DeathMask,DeathMask デスマスク,1996-02-16
angeldevoidfaceoftheenemy,DeathMask,,DeathMask,DeathMask デスマスク,1996-02-16
decathlete,DecAthlete,DecAthlete デカスリート,DecAthlete,DecAthlete デカスリート,1996-07-12
decathlete,DecAthlete,DecAthlete デカスリート,DecAthlete,DecAthlete デカスリート,1996-07-12
decathlete,DecAthlete,DecAthlete デカスリート,DecAthlete,DecAthlete デカスリート,
decathlete,DecAthlete,DecAthlete デカスリート,DecAthlete,DecAthlete デカスリート,1997-06-20
decathlete,DecAthlete,DecAthlete デカスリート,DecAthlete for SegaNet,DecAthlete for SegaNet デカスリート フォーセガネット,1997
deepfear,Deep Fear,,Deep Fear,Deep Fear ディープ フィアー,1998-07-16
deepfear,Deep Fear,,Deep Fear,Deep Fear ディープ フィアー,1998-07-16
defcon5,Defcon 5,,Defcon 5,,1996-05-31
dejigaquaworld,DeJig: Aqua World,,DeJig: Aqua World,,1997-04-25
dejiglassenartcollection,DeJig: Lassen: Art Collection,,DeJig: Lassen: Art Collection,DeJig: Lassen: Art Collection デジグ ラッセン アートコレクション,1997-12-04
dejigmcknightartcollection,DeJig: McKnight: Art Collection,,DeJig: McKnight: Art Collection,DeJig: McKnight: Art Collection デジグ マックナイト アートコレクション,1997-12-04
dejigtintoy,DeJig: Tin Toy,,DeJig: Tin Toy,,1997-04-25
hardcore4x4,Deka 4-ku: Tough the Truck,Deka 4駆 Tough the Truck,Deka 4-ku: Tough the Truck,Deka 4駆 Tough the Truck,1997-05-02
delisobadeluxe,Delisoba Deluxe,デリソバ デラックス,Delisoba Deluxe (Hibaihin),デリソバ デラックス (非売品),1998
dennousenkivirtualon,Dennō Senki: Virtual On: Cyber Troopers,電脳戦機 Virtual On: Cyber Troopers バーチャロン,Dennō Senki: Virtual On: Cyber Troopers,電脳戦機 Virtual On: Cyber Troopers 電脳戦機バーチャロン,1996-11-29
dennousenkivirtualon,Dennō Senki: Virtual On: Cyber Troopers for SegaNet,電脳戦機 Virtual On: Cyber Troopers バーチャロン for SegaNet,Dennō Senki: Virtual On: Cyber Troopers for SegaNet,電脳戦機 Virtual On: Cyber Troopers for SegaNet 電脳戦機バーチャロン フォー　セガネット,1996-12-31
denpashounentekigame,Denpa Shōnen-teki Game,電波少年的ゲーム,Denpa Shōnen-teki Game,電波少年的ゲーム,1997
denpashounentekigame,Denpa Shōnen-teki Game,電波少年的ゲーム,Denpa Shōnen-teki Game,電波少年的ゲーム,1998-03-05
denpashounentekigame2,Denpa Shōnen-teki Game 2,電波少年的ゲーム2,Denpa Shōnen-teki Game 2,電波少年的ゲーム2,1997
densetsunoogrebattle,Densetsu no Ogre Battle,伝説のオウガバトル Ogre Battle,Densetsu no Ogre Battle: Ogre Battle Saga Episode Five: The March of the Black Queen,伝説のオウガバトル Ogre Battle Saga Episode Five: The March of the Black Queen,1996-11-01
denshadego,Densha de Go! EX,電車でGo! EX,Densha de Go! EX,電車でGo! EX,1998-10-01
derbyanalyst,Derby Analyst,ダ～ビ～アナリスト,Derby Analyst,ダ～ビ～アナリスト,1997-05-30
derbystallion,Derby Stallion,ダービースタリオン Derby Stallion,Derby Stallion,ダービースタリオン Derby Stallion,1999-03-25
deroonderodero,Deroon Dero Dero,でろ～んでろでろ,Deroon Dero Dero,でろ～んでろでろ,1996-01-26
desire,Desire,,Desire,Desire デザイア,1997-09-11
desire,Desire,,Desire,Desire デザイア,1997-09-11
desire,Desire,,Desire (Premium Pack),Desire デザイア (Premium Pack),1998-02-26
desire,Desire,,Desire (Premium Pack),Desire デザイア (Premium Pack),1998-02-26
destructionderby,Destruction Derby,,Destruction Derby,,1996-09-20
detanatwinbeeyahhodeluxepack,Detana Twinbee Yahho! Deluxe Pack,出たなツインビーヤッホー! Deluxe Pack,Detana Twinbee Yahho! Deluxe Pack,出たなツインビーヤッホー! Deluxe Pack,1995-09-29
devicereign,Devicereign,Devicereign デバイスレイン,Devicereign,Devicereign デバイスレイン,1999-02-25
devilsummonersoulhackers,Devil Summoner: Soul Hackers,デビルサマナー ソウル ハッカーズ Soul Hackers,Devil Summoner: Soul Hackers,デビルサマナー ソウル ハッカーズ Soul Hackers,1997-11-13
devilsummonersoulhackers,Devil Summoner: Soul Hackers,デビルサマナー ソウル ハッカーズ Soul Hackers,Devil Summoner: Soul Hackers,デビルサマナー ソウル ハッカーズ Soul Hackers,1997-11-13
devilsummonersoulhackersakumazenshodainishuu,Devil Summoner: Soul Hackers: Akuma Zensho Daini-shū,デビルサマナー ソウルハッカーズ Soul Hackers 悪魔全書 第二集,Devil Summoner: Soul Hackers: Akuma Zensho Daini-shū,デビルサマナー ソウルハッカーズ Soul Hackers 悪魔全書 第二集,1997-12-23
devilsummonersoulhackers,Devil Summoner: Soul Hackers: Extra Dungeon,デビルサマナー ソウル ハッカーズ Soul Hackers: Extra Dungeon,Devil Summoner: Soul Hackers: Extra Dungeon (Hibaihin),デビルサマナー ソウル ハッカーズ Soul Hackers: Extraダンジョン (非売品),1998
dezaemon2,Dezaemon 2,デザエモン2,Dezaemon 2,デザエモン2,1997-10-09
diehardtrilogy,Die Hard Trilogy,,Die Hard Trilogy,Die Hard Trilogy ダイハード・トリロジー,1997-01-31
dennoutenshidigitalange,Digital Ange: Dennō Tenshi SS,デジタルアンジュ 電脳天使SS,Digital Ange: Dennō Tenshi SS,デジタルアンジュ 電脳天使SS,1997-06-20
digitaldancemixamuronamie,Digital Dance Mix: Amuro Namie,Digital Dance Mix 安室 奈美恵,Digital Dance Mix: Amuro Namie,Digital Dance Mix 安室 奈美恵,1997-01-10
digitaldancemixamuronamie,Digital Dance Mix: Amuro Namie,Digital Dance Mix 安室 奈美恵,Digital Dance Mix: Amuro Namie,Digital Dance Mix 安室 奈美恵,1997-01-10
digitalmonsterversdigimontamers,Digital Monster Ver. S: Digimon Tamers,デジタルモンスター Digital Monsters バジョン Ver.S デジモンテイマーズ,Digital Monster Ver. S: Digimon Tamers,デジタルモンスター Digital Monsters バジョン Ver.S デジモンテイマーズ,1998-09-23
necronomicondigitalpinball,Digital Pinball: The Necronomicon,,Necronomicon: Digital Pinball,,1996-11-15
dinoisland,Dino Island,だいな♥ あいらん,Dino Island,だいな♥ あいらん,1997-02-14
discworld,Discworld,,Discworld,Discworld ディスクワールド,1996-12-13
djwars,DJ Wars,,DJ Wars,DJ Wars DJウォーズ,1997-12-18
dodonpachi,DoDonPachi,怒首領蜂 DoDonPachi,DoDonPachi,怒首領蜂 DoDonPachi,1997-09-18
dodonpachi,DoDonPachi,怒首領蜂 DoDonPachi,DoDonPachi,怒首領蜂 DoDonPachi,1998-09-17
donpachi,DonPachi,首領蜂 DonPachi,DonPachi,首領蜂 DonPachi,1996-04-26
doom,Doom,,Doom,Doom ドゥーム,1997-07-11
doraemonnobitatofukkatsunohoshi,Doraemon: Nobita to Fukkatsu no Hoshi,ドラえもん のび太と復活の星,Doraemon: Nobita to Fukkatsu no Hoshi,ドラえもん のび太と復活の星,1996-03-15
doukokusoshite,Dōkoku Soshite...,慟哭 そして… Doukoku,Dōkoku Soshite...,慟哭 そして… Doukoku,1998-02-26
doukokusoshite,Dōkoku Soshite...,慟哭 そして… Doukoku,Dōkoku Soshite... Final Edition,慟哭 そして… Doukoku: Final Edition ファイナルエディション,1998-08-06
doukyuusei,Dōkyūsei: if,同級生if,Dōkyūsei: if,同級生if,1996-08-09
doukyuusei2,Dōkyūsei 2,同級生2,Dōkyūsei 2,同級生2,1997-07-11
doukyuusei2,Dōkyūsei 2,同級生2,Dōkyūsei 2,同級生2,1997-07-11
dragonballzidainarudragonballdensetsu,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z ドラゴンボール 偉大なるドラゴンボール伝説,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z ドラゴンボール 偉大なるドラゴンボール伝説,1996-05-31
dragonballzidainarudragonballdensetsu,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z ドラゴンボール 偉大なるドラゴンボール伝説,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z ドラゴンボール 偉大なるドラゴンボール伝説,1997-06-20
dragonballzshinbutouden,Dragon Ball Z: Shinbutōden,Dragon Ball Z ドラゴンボール 真武闘伝,Dragon Ball Z: Shinbutōden,Dragon Ball Z ドラゴンボール 真武闘伝,1995-11-17
dragonforce,Dragon Force,,Dragon Force,Dragon Force ドラゴンフォース,1996-03-29
dragonforce,Dragon Force,,Dragon Force,Dragon Force ドラゴンフォース,1996-03-29
dragonforce,Dragon Force,,Dragon Force,Dragon Force ドラゴンフォース,1997-04-25
dragonforce2kamisarishidaichini,Dragon Force II: Kami Sarishi Daichi ni,Dragon Force II 神去りし大地に,Dragon Force II: Kami Sarishi Daichi ni,Dragon Force II ドラゴンフォースII 神去りし大地に,1998-04-02
dragonforce2kamisarishidaichini,Dragon Force II: Kami Sarishi Daichi ni,Dragon Force II 神去りし大地に,Dragon Force II: Kami Sarishi Daichi ni,Dragon Force II ドラゴンフォースII 神去りし大地に,
dragonmastersilk,Dragon Master Silk,,Dragon Master Silk,Dragon Master Silk ドラゴンマスターシルク,1997-03-28
dragonsdream,Dragon's Dream,,Dragon's Dream,Dragon's Dream ドラゴンズドリーム,1997-12-20
dreamgenerationkoikashigotoka,Dream Generation: Koi ka? Shigoto ka!?...,ドリーム・ジェネレーション Dream Generation 恋か? 仕事か!?…,Dream Generation: Koi ka? Shigoto ka!?...,ドリーム・ジェネレーション Dream Generation 恋か? 仕事か!?…,1998-07-30
dreamsquarehinagataakiko,Dream Square: Hinagata Akiko,Dream Square 雛形あきこ,Dream Square: Hinagata Akiko,Dream Square 雛形あきこ,1997-02-14
druiddaemonsofthemind,Druid: Yami e no Tsuisekisha,Druid ドルイド 闇への追跡者,Druid: Yami e no Tsuisekisha,Druid ドルイド 闇への追跡者,1998-07-02
dungeonmasternexus,Dungeon Master Nexus,Dungeon Master Nexus ダンジョン・マスター ネクサス,Dungeon Master Nexus,Dungeon Master Nexus ダンジョン・マスター ネクサス,1998-03-26
dungeonsanddragonscollection,Dungeons & Dragons: Tower of Doom,,Dungeons & Dragons Collection,Dungeons & Dragons Collection ダンジョンズ&ドラゴンズ コレクション,1999-03-04
dungeonsanddragonscollection,Dungeons & Dragons: Shadow over Mystara,,Dungeons & Dragons Collection,Dungeons & Dragons Collection ダンジョンズ&ドラゴンズ コレクション,1999-03-04
dxnippontokkyuuryokougame,DX Nippon Tokkyū Ryokō Game: Let's Travel in Japan,DX日本特急旅行ゲーム Let's Travel in Japan,DX Nippon Tokkyū Ryokō Game: Let's Travel in Japan,DX日本特急旅行ゲーム Let's Travel in Japan,1996-12-20
dynamitedeka,Dynamite Deka,ダイナマイト刑事 Deka,Dynamite Deka,ダイナマイト刑事 Deka,1997-01-24
dynamitedeka,Dynamite Deka,ダイナマイト刑事 Deka,Dynamite Deka,ダイナマイト刑事 Deka,1998-03-12
earthwormjim2,Earthworm Jim 2,,Earthworm Jim 2,Earthworm Jim 2 アースワームジム2,1996-11-11
eberouge,Eberouge: Worland Series,Eberouge エーベルージュ Worland Series ワーランドシリーズ,Eberouge,Eberouge エーベルージュ,1997-05-30
eberouge,Eberouge: Worland Series,Eberouge エーベルージュ Worland Series ワーランドシリーズ,Eberouge,Eberouge エーベルージュ,1997-05-30
eberougespecialkoitomahounogakuenseikatsu,Eberouge Special: Koi to Mahō no Gakuen Seikatsu,Eberouge Special エーベルージュ スペシャル 恋と魔法の学園生活,Eberouge Special: Koi to Mahō no Gakuen Seikatsu,Eberouge Special エーベルージュ スペシャル 恋と魔法の学園生活,1998-06-11
egword,EGWord,,SegaSaturn-yō WoPro,EGWord: SegaSaturn 用　ワープロ,1996-11-22
egword,EGWord Version 1.02,,SegaSaturn-yō WoPro,EGWord: SegaSaturn 用　ワープロ,1997
egword,EGWord Version 2.00,,SegaSaturn-yō WoPro: Ver 2.00,EGWord: SegaSaturn 用　ワープロ Ver 2.00,1997
eiseimeijin,Eisei Meijin,永世名人,Eisei Meijin,永世名人,1995-09-29
eiseimeijin2,Eisei Meijin II,永世名人II,Eisei Meijin II,永世名人II,1996-12-20
